layer,head,a_电脑,a_纸箱,b_电脑,b_纸箱,a_margin_c1_minus_c2,b_margin_c1_minus_c2,delta_margin
1,22,0.049072265625,0.205078125,0.05810546875,0.1630859375,-0.156005859375,-0.10498046875,0.051025390625
1,23,0.024658203125,0.000484466552734375,0.02197265625,0.00115203857421875,0.024173736572265625,0.02082061767578125,-0.003353118896484375
1,24,0.0155029296875,0.0155029296875,0.041015625,0.054931640625,0.0,-0.013916015625,-0.013916015625
1,25,0.0546875,0.1123046875,0.06396484375,0.1171875,-0.0576171875,-0.05322265625,0.00439453125
1,26,0.0810546875,0.2060546875,0.099609375,0.1875,-0.125,-0.087890625,0.037109375
1,27,0.123046875,0.16796875,0.146484375,0.146484375,-0.044921875,0.0,0.044921875
2,0,0.265625,0.01708984375,0.2353515625,0.0137939453125,0.24853515625,0.2215576171875,-0.0269775390625
2,1,0.0244140625,0.00012874603271484375,0.0203857421875,0.000484466552734375,0.024285316467285156,0.019901275634765625,-0.004384040832519531
2,2,0.03173828125,0.0002155303955078125,0.0308837890625,0.00115966796875,0.03152275085449219,0.02972412109375,-0.0017986297607421875
2,3,0.10009765625,0.00323486328125,0.07470703125,0.0016937255859375,0.09686279296875,0.0730133056640625,-0.0238494873046875
2,4,0.0693359375,0.0006866455078125,0.0595703125,0.00080108642578125,0.0686492919921875,0.05876922607421875,-0.00988006591796875
2,5,0.0732421875,0.00121307373046875,0.0703125,0.002838134765625,0.07202911376953125,0.067474365234375,-0.00455474853515625
2,6,0.111328125,0.00140380859375,0.07177734375,0.00579833984375,0.10992431640625,0.06597900390625,-0.0439453125
2,7,0.0673828125,0.020263671875,0.044677734375,0.01318359375,0.047119140625,0.031494140625,-0.015625
2,8,0.1259765625,0.0615234375,0.09814453125,0.033935546875,0.064453125,0.064208984375,-0.000244140625
2,9,0.0634765625,0.0267333984375,0.0634765625,0.016357421875,0.0367431640625,0.047119140625,0.0103759765625
